Gene stable ID	Gene stable ID version	Human gene stable ID	Human gene name	Gene name	Gene description
ENSMUSG00000074419	ENSMUSG00000074419.12	ENSG00000204577	LILRB3	Gm15448	predicted gene 15448 [Source:MGI Symbol;Acc:MGI:3705216]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000187754	SSX7	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000241476	SSX2	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000165583	SSX5	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000126752	SSX1	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000268009	SSX4	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000269791	SSX4B	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000165584	SSX3	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000079703	ENSMUSG00000079703.13	ENSG00000268447	SSX2B	Ssxb8	synovial sarcoma, X member B8 [Source:MGI Symbol;Acc:MGI:2446777]
ENSMUSG00000031970	ENSMUSG00000031970.17	ENSG00000003249	DBNDD1	Dbndd1	dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:MGI Symbol;Acc:MGI:1919435]
ENSMUSG00000019039	ENSMUSG00000019039.15	ENSG00000178149	DALRD3	Dalrd3	DALR anticodon binding domain containing 3 [Source:MGI Symbol;Acc:MGI:1915039]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000187754	SSX7	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000241476	SSX2	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000165583	SSX5	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000126752	SSX1	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000268009	SSX4	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000269791	SSX4B	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000165584	SSX3	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000035371	ENSMUSG00000035371.9	ENSG00000268447	SSX2B	Ssx9	synovial sarcoma, X 9 [Source:MGI Symbol;Acc:MGI:2446773]
ENSMUSG00000020576	ENSMUSG00000020576.11	ENSG00000151779	NBAS	Nbas	neuroblastoma amplified sequence [Source:MGI Symbol;Acc:MGI:1918419]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000187754	SSX7	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000241476	SSX2	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000165583	SSX5	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000126752	SSX1	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000268009	SSX4	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000269791	SSX4B	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000165584	SSX3	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000071816	ENSMUSG00000071816.6	ENSG00000268447	SSX2B	Ssxb5	synovial sarcoma, X member B5 [Source:MGI Symbol;Acc:MGI:2446774]
ENSMUSG00000024818	ENSMUSG00000024818.16	ENSG00000162241	SLC25A45	Slc25a45	solute carrier family 25, member 45 [Source:MGI Symbol;Acc:MGI:2147731]
ENSMUSG00000079316	ENSMUSG00000079316.11	ENSG00000123595	RAB9A	Rab9	RAB9, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1890695]
ENSMUSG00000095788	ENSMUSG00000095788.7	ENSG00000198053	SIRPA	Sirpb1a	signal-regulatory protein beta 1A [Source:MGI Symbol;Acc:MGI:2444824]
ENSMUSG00000095788	ENSMUSG00000095788.7	ENSG00000260861		Sirpb1a	signal-regulatory protein beta 1A [Source:MGI Symbol;Acc:MGI:2444824]
ENSMUSG00000095788	ENSMUSG00000095788.7	ENSG00000089012	SIRPG	Sirpb1a	signal-regulatory protein beta 1A [Source:MGI Symbol;Acc:MGI:2444824]
ENSMUSG00000095788	ENSMUSG00000095788.7	ENSG00000101307	SIRPB1	Sirpb1a	signal-regulatory protein beta 1A [Source:MGI Symbol;Acc:MGI:2444824]
ENSMUSG00000022175	ENSMUSG00000022175.10	ENSG00000197324	LRP10	Lrp10	low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480]
ENSMUSG00000051906	ENSMUSG00000051906.16	ENSG00000288669		Cd209f	CD209f antigen [Source:MGI Symbol;Acc:MGI:1916392]
ENSMUSG00000051906	ENSMUSG00000051906.16	ENSG00000104938	CLEC4M	Cd209f	CD209f antigen [Source:MGI Symbol;Acc:MGI:1916392]
ENSMUSG00000030793	ENSMUSG00000030793.5	ENSG00000103490	PYCARD	Pycard	PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000187754	SSX7	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000241476	SSX2	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000165583	SSX5	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000126752	SSX1	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000268009	SSX4	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000269791	SSX4B	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000165584	SSX3	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079699	ENSMUSG00000079699.3	ENSG00000268447	SSX2B	Gm6592	predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000187754	SSX7	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000241476	SSX2	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000165583	SSX5	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000126752	SSX1	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000268009	SSX4	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000269791	SSX4B	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000165584	SSX3	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000079697	ENSMUSG00000079697.2	ENSG00000268447	SSX2B	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]
ENSMUSG00000089942	ENSMUSG00000089942.10	ENSG00000186818	LILRB4	Pira2	paired-Ig-like receptor A2 [Source:MGI Symbol;Acc:MGI:1195970]
ENSMUSG00000089942	ENSMUSG00000089942.10	ENSG00000204577	LILRB3	Pira2	paired-Ig-like receptor A2 [Source:MGI Symbol;Acc:MGI:1195970]
ENSMUSG00000064440	ENSMUSG00000064440.3	ENSG00000200897		Gm26224	predicted gene, 26224 [Source:MGI Symbol;Acc:MGI:5456001]
ENSMUSG00000080463	ENSMUSG00000080463.3	ENSG00000221711		Gm22489	predicted gene, 22489 [Source:MGI Symbol;Acc:MGI:5452266]
ENSMUSG00000084667	ENSMUSG00000084667.3	ENSG00000200072		Gm23212	predicted gene, 23212 [Source:MGI Symbol;Acc:MGI:5452989]
ENSMUSG00000077220	ENSMUSG00000077220.3	ENSG00000212168		Snord78	small nucleolar RNA, C/D box 78 [Source:MGI Symbol;Acc:MGI:5453213]
ENSMUSG00000077220	ENSMUSG00000077220.3	ENSG00000212378		Snord78	small nucleolar RNA, C/D box 78 [Source:MGI Symbol;Acc:MGI:5453213]
ENSMUSG00000065160	ENSMUSG00000065160.3	ENSG00000251878	SNORD79	Gm50452	predicted gene, 50452 [Source:MGI Symbol;Acc:MGI:6305336]
ENSMUSG00000050217	ENSMUSG00000050217.14	ENSG00000146166	LGSN	Lgsn	lengsin, lens protein with glutamine synthetase domain [Source:MGI Symbol;Acc:MGI:2672844]
ENSMUSG00000051224	ENSMUSG00000051224.14	ENSG00000176896	TCEANC	Tceanc	transcription elongation factor A (SII) N-terminal and central domain containing [Source:MGI Symbol;Acc:MGI:2685236]
ENSMUSG00002075950	ENSMUSG00002075950.1	ENSG00000212415			
ENSMUSG00002075950	ENSMUSG00002075950.1	ENSG00000212347			
ENSMUSG00002075950	ENSMUSG00002075950.1	ENSG00000212279			
ENSMUSG00002075950	ENSMUSG00002075950.1	ENSG00000212414	SNORD77B		
ENSMUSG00002075950	ENSMUSG00002075950.1	ENSG00000251967			
ENSMUSG00000079168	ENSMUSG00000079168.5	ENSG00000288669		Cd209g	CD209g antigen [Source:MGI Symbol;Acc:MGI:1917442]
ENSMUSG00000079168	ENSMUSG00000079168.5	ENSG00000104938	CLEC4M	Cd209g	CD209g antigen [Source:MGI Symbol;Acc:MGI:1917442]
ENSMUSG00000065228	ENSMUSG00000065228.3	ENSG00000199934	SNORD81	Gm25789	predicted gene, 25789 [Source:MGI Symbol;Acc:MGI:5455566]
ENSMUSG00000065228	ENSMUSG00000065228.3	ENSG00000212278	SNORD81	Gm25789	predicted gene, 25789 [Source:MGI Symbol;Acc:MGI:5455566]
ENSMUSG00000065228	ENSMUSG00000065228.3	ENSG00000202023	SNORD81	Gm25789	predicted gene, 25789 [Source:MGI Symbol;Acc:MGI:5455566]
ENSMUSG00000095028	ENSMUSG00000095028.7	ENSG00000198053	SIRPA	Sirpb1b	signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828]
ENSMUSG00000095028	ENSMUSG00000095028.7	ENSG00000260861		Sirpb1b	signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828]
ENSMUSG00000095028	ENSMUSG00000095028.7	ENSG00000089012	SIRPG	Sirpb1b	signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828]
ENSMUSG00000095028	ENSMUSG00000095028.7	ENSG00000101307	SIRPB1	Sirpb1b	signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828]
ENSMUSG00000034243	ENSMUSG00000034243.18	ENSG00000173230	GOLGB1	Golgb1	golgi autoantigen, golgin subfamily b, macrogolgin 1 [Source:MGI Symbol;Acc:MGI:1099447]
ENSMUSG00000026063	ENSMUSG00000026063.5	ENSG00000080572	DNAAF6	Dnaaf6	dynein axonemal assembly factor 6 [Source:MGI Symbol;Acc:MGI:1921958]
ENSMUSG00000041471	ENSMUSG00000041471.10	ENSG00000122376	SHLD2	Shld2	shieldin complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922948]
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSG00000179222	MAGED1	Maged1	MAGE family member D1 [Source:MGI Symbol;Acc:MGI:1930187]
ENSMUSG00000037679	ENSMUSG00000037679.10	ENSG00000203485	INF2	Inf2	inverted formin, FH2 and WH2 domain containing [Source:MGI Symbol;Acc:MGI:1917685]
ENSMUSG00000028669	ENSMUSG00000028669.16	ENSG00000057757	PITHD1	Pithd1	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913443]
ENSMUSG00000026028	ENSMUSG00000026028.13	ENSG00000115993	TRAK2	Trak2	trafficking protein, kinesin binding 2 [Source:MGI Symbol;Acc:MGI:1918077]
ENSMUSG00000005609	ENSMUSG00000005609.17	ENSG00000198730	CTR9	Ctr9	CTR9 homolog, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:109345]
ENSMUSG00000034361	ENSMUSG00000034361.11	ENSG00000140848	CPNE2	Cpne2	copine II [Source:MGI Symbol;Acc:MGI:2387578]
ENSMUSG00000042622	ENSMUSG00000042622.15	ENSG00000185022	MAFF	Maff	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian) [Source:MGI Symbol;Acc:MGI:96910]
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSG00000037280	FLT4	Flt4	FMS-like tyrosine kinase 4 [Source:MGI Symbol;Acc:MGI:95561]
ENSMUSG00000044390	ENSMUSG00000044390.6	ENSG00000173825	TIGD3	Tigd3	tigger transposable element derived 3 [Source:MGI Symbol;Acc:MGI:2681860]
ENSMUSG00000066357	ENSMUSG00000066357.7	ENSG00000178252	WDR6	Wdr6	WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140]
ENSMUSG00000024826	ENSMUSG00000024826.16	ENSG00000133884	DPF2	Dpf2	D4, zinc and double PHD fingers family 2 [Source:MGI Symbol;Acc:MGI:109529]
ENSMUSG00000023206	ENSMUSG00000023206.17	ENSG00000134470	IL15RA	Il15ra	interleukin 15 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:104644]
ENSMUSG00000028152	ENSMUSG00000028152.11	ENSG00000168785	TSPAN5	Tspan5	tetraspanin 5 [Source:MGI Symbol;Acc:MGI:1928096]
ENSMUSG00000025732	ENSMUSG00000025732.7	ENSG00000172366	MCRIP2	Mcrip2	MAPK regulated corepressor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915491]
ENSMUSG00000009035	ENSMUSG00000009035.16	ENSG00000198792	TMEM184B	Tmem184b	transmembrane protein 184b [Source:MGI Symbol;Acc:MGI:2445179]
ENSMUSG00000022176	ENSMUSG00000022176.12	ENSG00000139890	REM2	Rem2	rad and gem related GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:2155260]
ENSMUSG00000032451	ENSMUSG00000032451.7	ENSG00000155890	TRIM42	Trim42	tripartite motif-containing 42 [Source:MGI Symbol;Acc:MGI:1926161]
ENSMUSG00000019796	ENSMUSG00000019796.13	ENSG00000120256	LRP11	Lrp11	low density lipoprotein receptor-related protein 11 [Source:MGI Symbol;Acc:MGI:2442989]
ENSMUSG00000037405	ENSMUSG00000037405.9	ENSG00000090339	ICAM1	Icam1	intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]
ENSMUSG00000064057	ENSMUSG00000064057.13	ENSG00000161055	SCGB3A1	Scgb3a1	secretoglobin, family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1915912]
ENSMUSG00000022831	ENSMUSG00000022831.15	ENSG00000180353	HCLS1	Hcls1	hematopoietic cell specific Lyn substrate 1 [Source:MGI Symbol;Acc:MGI:104568]
ENSMUSG00000028687	ENSMUSG00000028687.18	ENSG00000288208		Mutyh	mutY DNA glycosylase [Source:MGI Symbol;Acc:MGI:1917853]
ENSMUSG00000028687	ENSMUSG00000028687.18	ENSG00000132781	MUTYH	Mutyh	mutY DNA glycosylase [Source:MGI Symbol;Acc:MGI:1917853]
ENSMUSG00000025731	ENSMUSG00000025731.17	ENSG00000130731	METTL26	Mettl26	methyltransferase like 26 [Source:MGI Symbol;Acc:MGI:1915597]
ENSMUSG00000039850	ENSMUSG00000039850.17	ENSG00000173818	ENDOV	Endov	endonuclease V [Source:MGI Symbol;Acc:MGI:2444688]
ENSMUSG00000000402	ENSMUSG00000000402.3	ENSG00000198759	EGFL6	Egfl6	EGF-like-domain, multiple 6 [Source:MGI Symbol;Acc:MGI:1858599]
ENSMUSG00000088620	ENSMUSG00000088620.3	ENSG00000252183	RNU6-948P	Gm23032	predicted gene, 23032 [Source:MGI Symbol;Acc:MGI:5452809]
ENSMUSG00000026425	ENSMUSG00000026425.16	ENSG00000196369	SRGAP2B	Srgap2	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]
ENSMUSG00000026425	ENSMUSG00000026425.16	ENSG00000266028	SRGAP2	Srgap2	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]
ENSMUSG00000026425	ENSMUSG00000026425.16	ENSG00000171943	SRGAP2C	Srgap2	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]
ENSMUSG00000011148	ENSMUSG00000011148.15	ENSG00000185100	ADSS1	Adssl1	adenylosuccinate synthetase like 1 [Source:MGI Symbol;Acc:MGI:87947]
ENSMUSG00000043681	ENSMUSG00000043681.6	ENSG00000276430	FAM25C	Fam25c	family with sequence similarity 25, member C [Source:MGI Symbol;Acc:MGI:1916384]
ENSMUSG00000043681	ENSMUSG00000043681.6	ENSG00000188100	FAM25A	Fam25c	family with sequence similarity 25, member C [Source:MGI Symbol;Acc:MGI:1916384]
ENSMUSG00000043681	ENSMUSG00000043681.6	ENSG00000189090	FAM25G	Fam25c	family with sequence similarity 25, member C [Source:MGI Symbol;Acc:MGI:1916384]
ENSMUSG00000074677	ENSMUSG00000074677.12	ENSG00000198053	SIRPA	Sirpb1c	signal-regulatory protein beta 1C [Source:MGI Symbol;Acc:MGI:3807521]
ENSMUSG00000074677	ENSMUSG00000074677.12	ENSG00000260861		Sirpb1c	signal-regulatory protein beta 1C [Source:MGI Symbol;Acc:MGI:3807521]
ENSMUSG00000074677	ENSMUSG00000074677.12	ENSG00000089012	SIRPG	Sirpb1c	signal-regulatory protein beta 1C [Source:MGI Symbol;Acc:MGI:3807521]
ENSMUSG00000074677	ENSMUSG00000074677.12	ENSG00000101307	SIRPB1	Sirpb1c	signal-regulatory protein beta 1C [Source:MGI Symbol;Acc:MGI:3807521]
ENSMUSG00000047746	ENSMUSG00000047746.15	ENSG00000163833	FBXO40	Fbxo40	F-box protein 40 [Source:MGI Symbol;Acc:MGI:2443753]
ENSMUSG00000022433	ENSMUSG00000022433.22	ENSG00000283900	TPTEP2-CSNK1E	Csnk1e	casein kinase 1, epsilon [Source:MGI Symbol;Acc:MGI:1351660]
ENSMUSG00000022433	ENSMUSG00000022433.22	ENSG00000213923	CSNK1E	Csnk1e	casein kinase 1, epsilon [Source:MGI Symbol;Acc:MGI:1351660]
ENSMUSG00000071192	ENSMUSG00000071192.7	ENSG00000127578	WFIKKN1	Wfikkn1	WAP, FS, Ig, KU, and NTR-containing protein 1 [Source:MGI Symbol;Acc:MGI:2670967]
ENSMUSG00000040220	ENSMUSG00000040220.11	ENSG00000141013	GAS8	Gas8	growth arrest specific 8 [Source:MGI Symbol;Acc:MGI:1202386]
ENSMUSG00000023064	ENSMUSG00000023064.5	ENSG00000173267	SNCG	Sncg	synuclein, gamma [Source:MGI Symbol;Acc:MGI:1298397]
ENSMUSG00000001014	ENSMUSG00000001014.7	ENSG00000105371	ICAM4	Icam4	intercellular adhesion molecule 4, Landsteiner-Wiener blood group [Source:MGI Symbol;Acc:MGI:1925619]
ENSMUSG00000071723	ENSMUSG00000071723.8	ENSG00000189369	GSPT2	Gspt2	G1 to S phase transition 2 [Source:MGI Symbol;Acc:MGI:1316727]
ENSMUSG00000023830	ENSMUSG00000023830.15	ENSG00000197081	IGF2R	Igf2r	insulin-like growth factor 2 receptor [Source:MGI Symbol;Acc:MGI:96435]
ENSMUSG00000042828	ENSMUSG00000042828.13	ENSG00000177238	TRIM72	Trim72	tripartite motif-containing 72 [Source:MGI Symbol;Acc:MGI:3612190]
ENSMUSG00000023110	ENSMUSG00000023110.13	ENSG00000100462	PRMT5	Prmt5	protein arginine N-methyltransferase 5 [Source:MGI Symbol;Acc:MGI:1351645]
ENSMUSG00000034206	ENSMUSG00000034206.16	ENSG00000051341	POLQ	Polq	polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]
ENSMUSG00000045664	ENSMUSG00000045664.6	ENSG00000149798	CDC42EP2	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2 [Source:MGI Symbol;Acc:MGI:1929744]
ENSMUSG00000006675	ENSMUSG00000006675.11	ENSG00000178467	P4HTM	P4htm	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1921693]
ENSMUSG00000024833	ENSMUSG00000024833.16	ENSG00000014138	POLA2	Pola2	polymerase (DNA directed), alpha 2 [Source:MGI Symbol;Acc:MGI:99690]
ENSMUSG00000024833	ENSMUSG00000024833.16	ENSG00000285816		Pola2	polymerase (DNA directed), alpha 2 [Source:MGI Symbol;Acc:MGI:99690]
ENSMUSG00000047344	ENSMUSG00000047344.10	ENSG00000147036	LANCL3	Lancl3	LanC lantibiotic synthetase component C-like 3 (bacterial) [Source:MGI Symbol;Acc:MGI:2443335]
ENSMUSG00000074417	ENSMUSG00000074417.10	ENSG00000186818	LILRB4	Gm14548	predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
ENSMUSG00000074417	ENSMUSG00000074417.10	ENSG00000204577	LILRB3	Gm14548	predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
ENSMUSG00000030427	ENSMUSG00000030427.18	ENSG00000186818	LILRB4	Lilra6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:MGI Symbol;Acc:MGI:1195969]
ENSMUSG00000030427	ENSMUSG00000030427.18	ENSG00000204577	LILRB3	Lilra6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:MGI Symbol;Acc:MGI:1195969]
ENSMUSG00000118725	ENSMUSG00000118725.1	ENSG00000202526	RNA5S13	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000118725	ENSMUSG00000118725.1	ENSG00000199839	RNA5SP150	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000118907	ENSMUSG00000118907.1	ENSG00000199270	RNA5S12	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000021461	ENSMUSG00000021461.18	ENSG00000158169	FANCC	Fancc	Fanconi anemia, complementation group C [Source:MGI Symbol;Acc:MGI:95480]
ENSMUSG00000015342	ENSMUSG00000015342.7	ENSG00000047597	XK	Xk	X-linked Kx blood group [Source:MGI Symbol;Acc:MGI:103569]
ENSMUSG00000043155	ENSMUSG00000043155.5	ENSG00000186603	HPDL	Hpdl	4-hydroxyphenylpyruvate dioxygenase-like [Source:MGI Symbol;Acc:MGI:2444646]
ENSMUSG00000119521	ENSMUSG00000119521.1	ENSG00000200343	RNA5S8	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000119324	ENSMUSG00000119324.1	ENSG00000200343	RNA5S8	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000028668	ENSMUSG00000028668.6	ENSG00000011007	ELOA	Eloa	elongin A [Source:MGI Symbol;Acc:MGI:1351315]
ENSMUSG00000119280	ENSMUSG00000119280.1	ENSG00000201355	RNA5S14	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000078780	ENSMUSG00000078780.8	ENSG00000198053	SIRPA	Gm5150	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]
ENSMUSG00000078780	ENSMUSG00000078780.8	ENSG00000260861		Gm5150	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]
ENSMUSG00000078780	ENSMUSG00000078780.8	ENSG00000089012	SIRPG	Gm5150	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]
ENSMUSG00000078780	ENSMUSG00000078780.8	ENSG00000101307	SIRPB1	Gm5150	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]
ENSMUSG00000118796	ENSMUSG00000118796.1	ENSG00000202526	RNA5S13	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000118796	ENSMUSG00000118796.1	ENSG00000199839	RNA5SP150	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000118920	ENSMUSG00000118920.1	ENSG00000200343	RNA5S8	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000119038	ENSMUSG00000119038.1	ENSG00000199334	RNA5S11	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000119561	ENSMUSG00000119561.1	ENSG00000199352	RNA5S1	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000118870	ENSMUSG00000118870.1	ENSG00000200624	RNA5S6	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000118727	ENSMUSG00000118727.1	ENSG00000199337	RNA5S3	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSMUSG00000039960	ENSMUSG00000039960.6	ENSG00000116574	RHOU	Rhou	ras homolog family member U [Source:MGI Symbol;Acc:MGI:1916831]
ENSMUSG00000033014	ENSMUSG00000033014.13	ENSG00000197323	TRIM33	Trim33	tripartite motif-containing 33 [Source:MGI Symbol;Acc:MGI:2137357]
ENSMUSG00000020362	ENSMUSG00000020362.14	ENSG00000113300	CNOT6	Cnot6	CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]
ENSMUSG00000100200	ENSMUSG00000100200.2	ENSG00000229674	H2AL1RP	H2al1m	H2A histone family member L1M [Source:MGI Symbol;Acc:MGI:1923633]
ENSMUSG00000032452	ENSMUSG00000032452.13	ENSG00000158258	CLSTN2	Clstn2	calsyntenin 2 [Source:MGI Symbol;Acc:MGI:1929897]
ENSMUSG00000071722	ENSMUSG00000071722.5	ENSG00000186767	SPIN4	Spin4	spindlin family, member 4 [Source:MGI Symbol;Acc:MGI:2444925]
